MaterialsName                10.0kPa        
str_m1_o10_o18_pcu_s_ID_280   0.8220         
str_m1_o10_o18_pcu_s_ID_281   0.4982         
str_m1_o10_o18_pcu_s_ID_282   0.2242         
str_m1_o10_o18_pcu_s_ID_283   1.0372         
str_m1_o10_o18_pcu_s_ID_284   0.0451         
str_m1_o10_o18_pcu_s_ID_285   2.3657         
str_m1_o10_o18_pcu_s_ID_286   0.1443         
str_m1_o10_o18_pcu_s_ID_287   0.6676         
str_m1_o10_o18_pcu_s_ID_288   0.3234         
str_m1_o10_o18_pcu_s_ID_289   0.4477         
str_m1_o10_o18_pcu_s_ID_290   2.1414         
str_m1_o10_o18_pcu_s_ID_291   0.2966         
str_m1_o10_o18_pcu_s_ID_292   0.1894         
str_m1_o10_o18_pcu_s_ID_293   1.1947         
str_m1_o10_o18_pcu_s_ID_294   0.3365         
str_m1_o10_o18_pcu_s_ID_295   0.3014         
str_m1_o10_o18_pcu_s_ID_296   0.5263         
str_m1_o10_o18_pcu_s_ID_297   0.1278         
str_m1_o10_o18_pcu_s_ID_298   0.6506         
str_m1_o10_o18_pcu_s_ID_299   1.0000         
str_m1_o10_o18_pcu_s_ID_300   0.5221         
str_m1_o10_o18_pcu_s_ID_301   7.0754         
str_m1_o10_o18_pcu_s_ID_302   0.3607         
str_m1_o10_o18_pcu_s_ID_303   0.3775         
str_m1_o10_o18_pcu_s_ID_304   1.1812         
str_m1_o10_o18_pcu_s_ID_305   0.0670         
str_m1_o10_o18_pcu_s_ID_306   2.2853         
str_m1_o10_o18_pcu_s_ID_307   0.0797         
str_m1_o10_o18_pcu_s_ID_308   0.1379         
str_m1_o10_o18_pcu_s_ID_309   0.1451         
str_m1_o10_o18_pcu_s_ID_310   0.5423         
str_m1_o10_o18_pcu_s_ID_311   13.8709        
str_m1_o10_o18_pcu_s_ID_312   0.8128         
str_m1_o10_o18_pcu_s_ID_313   1.1669         
str_m1_o10_o18_pcu_s_ID_314   1.3253         
str_m1_o10_o18_pcu_s_ID_315   0.0589         
str_m1_o10_o18_pcu_s_ID_316   1.0657         
str_m1_o10_o18_pcu_s_ID_317   0.0070         
str_m1_o10_o18_pcu_s_ID_318   0.0364         
str_m1_o10_o18_pcu_s_ID_319   0.0857         
str_m1_o10_o18_pcu_s_ID_320   0.0373         
str_m1_o10_o18_pcu_s_ID_321   3.1558         
str_m1_o10_o18_pcu_s_ID_322   0.4646         
str_m1_o10_o18_pcu_s_ID_323   0.7572         
str_m1_o10_o18_pcu_s_ID_324   0.0548         
str_m1_o10_o18_pcu_s_ID_325   0.9820         
str_m1_o10_o18_pcu_s_ID_326   0.3719         
str_m1_o10_o18_pcu_s_ID_327   0.7863         
str_m1_o10_o18_pcu_s_ID_328   0.4203         
str_m1_o10_o18_pcu_s_ID_329   7.9264         
str_m1_o10_o18_pcu_s_ID_330   0.6880         
str_m1_o10_o18_pcu_s_ID_331   0.2812         
str_m1_o10_o18_pcu_s_ID_332   5.4555         
str_m1_o10_o18_pcu_s_ID_333   0.0947         
str_m1_o10_o18_pcu_s_ID_334   0.0901         
str_m1_o10_o18_pcu_s_ID_335   0.6948         
str_m1_o10_o18_pcu_s_ID_336   0.0451         
str_m1_o10_o18_pcu_s_ID_337   0.1747         
str_m1_o10_o18_pcu_s_ID_338   1.0068         
str_m1_o10_o18_pcu_s_ID_339   7.5281         
str_m1_o10_o18_pcu_s_ID_340   0.3058         
str_m1_o10_o18_pcu_s_ID_341   0.7210         
str_m1_o10_o18_pcu_s_ID_342   0.7928         
str_m1_o10_o18_pcu_s_ID_343   0.6048         
str_m1_o10_o18_pcu_s_ID_344   3.8600         
str_m1_o10_o18_pcu_s_ID_345   0.8408         
str_m1_o10_o18_pcu_s_ID_346   1.4281         
str_m1_o10_o18_pcu_s_ID_347   0.0316         
str_m1_o10_o18_pcu_s_ID_348   1.2870         
str_m1_o10_o18_pcu_s_ID_349   0.8923         
str_m1_o10_o18_pcu_s_ID_350   1.2929         
str_m1_o10_o18_pcu_s_ID_351   1.3114         
str_m1_o10_o18_pcu_s_ID_352   0.1187         
str_m1_o10_o18_pcu_s_ID_353   0.3105         
str_m1_o10_o18_pcu_s_ID_354   0.2491         
str_m1_o10_o18_pcu_s_ID_355   0.2227         
str_m1_o10_o18_pcu_s_ID_356   1.3881         
str_m1_o10_o18_pcu_s_ID_357   0.1751         
str_m1_o10_o18_pcu_s_ID_358   0.1689         
str_m1_o10_o18_pcu_s_ID_359   0.2270         
str_m1_o10_o18_pcu_s_ID_360   0.3210         
str_m1_o10_o18_pcu_s_ID_361   0.3512         
str_m1_o10_o18_pcu_s_ID_362   0.3325         
str_m1_o10_o18_pcu_s_ID_363   1.1150         
str_m1_o10_o18_pcu_s_ID_364   0.2381         
str_m1_o10_o18_pcu_s_ID_365   0.1351         
str_m1_o10_o18_pcu_s_ID_366   0.6479         
str_m1_o10_o18_pcu_s_ID_367   0.2203         
str_m1_o10_o18_pcu_s_ID_368   0.9170         
str_m1_o10_o18_pcu_s_ID_369   1.0579         
str_m1_o10_o18_pcu_s_ID_370   0.0249         
str_m1_o10_o18_pcu_s_ID_371   0.8402         
str_m1_o10_o18_pcu_s_ID_372   0.1004         
str_m1_o10_o18_pcu_s_ID_373   0.1674         
str_m1_o10_o18_pcu_s_ID_374   0.2987         
str_m1_o10_o18_pcu_s_ID_375   0.9389         
str_m1_o10_o18_pcu_s_ID_376   0.5882         
str_m1_o10_o18_pcu_s_ID_377   0.4322         
str_m1_o10_o18_pcu_s_ID_378   0.2903         
str_m1_o10_o18_pcu_s_ID_379   0.8074         
str_m1_o10_o18_pcu_s_ID_380   1.8578         
str_m1_o10_o18_pcu_s_ID_381   0.2584         
str_m1_o10_o18_pcu_s_ID_382   0.1401         
str_m1_o10_o18_pcu_s_ID_383   0.3077         
str_m1_o10_o18_pcu_s_ID_384   0.0000         
str_m1_o10_o18_pcu_s_ID_385   0.2441         
str_m1_o10_o18_pcu_s_ID_386   0.5979         
str_m1_o10_o18_pcu_s_ID_387   1.3757         
str_m1_o10_o18_pcu_s_ID_388   8.3586         
str_m1_o10_o18_pcu_s_ID_389   0.4200         
str_m1_o10_o18_pcu_s_ID_390   0.2076         
str_m1_o10_o18_pcu_s_ID_391   0.1056         
str_m1_o10_o18_pcu_s_ID_392   0.2615         
str_m1_o10_o18_pcu_s_ID_393   0.7687         
str_m1_o10_o18_pcu_s_ID_394   0.0743         
str_m1_o10_o18_pcu_s_ID_395   0.7883         
str_m1_o10_o18_pcu_s_ID_396   0.0247         
str_m1_o10_o18_pcu_s_ID_397   0.3349         
str_m1_o10_o18_pcu_s_ID_398   0.2354         
str_m1_o10_o18_pcu_s_ID_399   0.2668         
str_m1_o10_o18_pcu_s_ID_400   0.7141         
str_m1_o10_o18_pcu_s_ID_401   0.3132         
str_m1_o10_o18_pcu_s_ID_402   1.0067         
str_m1_o10_o18_pcu_s_ID_403   0.4260         
str_m1_o10_o18_pcu_s_ID_404   0.2119         
str_m1_o10_o18_pcu_s_ID_405   0.0430         
str_m1_o10_o18_pcu_s_ID_406   1.0846         
str_m1_o10_o18_pcu_s_ID_407   0.3366         
str_m1_o10_o18_pcu_s_ID_408   3.6828         
str_m1_o10_o18_pcu_s_ID_409   0.0016         
str_m1_o10_o18_pcu_s_ID_410   0.0508         
str_m1_o10_o18_pcu_s_ID_411   0.4276         
str_m1_o10_o18_pcu_s_ID_412   0.0824         
str_m1_o10_o18_pcu_s_ID_413   0.0012         
str_m1_o10_o18_pcu_s_ID_414   0.0381         
str_m1_o10_o18_pcu_s_ID_415   0.8155         
str_m1_o10_o18_pcu_s_ID_416   0.2590         
str_m1_o10_o18_pcu_s_ID_417   0.2212         
str_m1_o10_o18_pcu_s_ID_418   0.6047         
str_m1_o10_o18_pcu_s_ID_419   0.6964         
str_m1_o10_o18_pcu_s_ID_420   0.2678         
str_m1_o10_o18_pcu_s_ID_421   0.7170         
str_m1_o10_o18_pcu_s_ID_422   1.5803         
str_m1_o10_o18_pcu_s_ID_423   0.0966         
str_m1_o10_o18_pcu_s_ID_424   3.0638         
str_m1_o10_o18_pcu_s_ID_425   1.1016         
str_m1_o10_o18_pcu_s_ID_426   0.2844         
str_m1_o10_o18_pcu_s_ID_427   0.8589         
str_m1_o10_o18_pcu_s_ID_428   0.1868         
str_m1_o10_o18_pcu_s_ID_429   0.5720         
str_m1_o10_o18_pcu_s_ID_430   0.3539         
str_m1_o10_o18_pcu_s_ID_431   8.7818         
str_m1_o10_o18_pcu_s_ID_432   0.5323         
str_m1_o10_o18_pcu_s_ID_433   0.0959         
str_m1_o10_o18_pcu_s_ID_434   0.0615         
str_m1_o10_o18_pcu_s_ID_435   0.0791         
str_m1_o10_o18_pcu_s_ID_436   0.0708         
str_m1_o10_o18_pcu_s_ID_437   0.0000         
str_m1_o10_o18_pcu_s_ID_438   0.2571         
str_m1_o10_o18_pcu_s_ID_439   0.0613         
str_m1_o10_o18_pcu_s_ID_440   0.2885         
str_m1_o10_o18_pcu_s_ID_441   0.8582         
str_m1_o10_o18_pcu_s_ID_442   0.9549         
str_m1_o10_o18_pcu_s_ID_443   1.2764         
str_m1_o10_o18_pcu_s_ID_444   1.4269         
str_m1_o10_o18_pcu_s_ID_445   1.2149         
str_m1_o10_o18_pcu_s_ID_446   2.7107         
str_m1_o10_o18_pcu_s_ID_447   1.1539         
str_m1_o10_o18_pcu_s_ID_448   0.0877         
str_m1_o10_o18_pcu_s_ID_449   1.1932         
str_m1_o10_o18_pcu_s_ID_450   1.5417         
str_m1_o10_o18_pcu_s_ID_451   2.7345         
str_m1_o10_o18_pcu_s_ID_452   6.5014         
str_m1_o10_o18_pcu_s_ID_453   0.1119         
str_m1_o10_o18_pcu_s_ID_454   1.5055         
str_m1_o10_o18_pcu_s_ID_455   0.2856         
str_m1_o10_o18_pcu_s_ID_456   0.3519         
str_m1_o10_o18_pcu_s_ID_457   0.4595         
str_m1_o10_o18_pcu_s_ID_458   0.4954         
str_m1_o10_o18_pcu_s_ID_459   0.1161         
str_m1_o10_o18_pcu_s_ID_460   0.0209         
str_m1_o10_o18_pcu_s_ID_461   0.0405         
str_m1_o10_o18_pcu_s_ID_462   1.1970         
str_m1_o10_o18_pcu_s_ID_463   0.1640         
str_m1_o10_o18_pcu_s_ID_464   0.1592         
str_m1_o10_o18_pcu_s_ID_465   0.0630         
str_m1_o10_o18_pcu_s_ID_466   0.8539         
str_m1_o10_o18_pcu_s_ID_467   6.6756         
str_m1_o10_o18_pcu_s_ID_468   0.4180         
str_m1_o10_o18_pcu_s_ID_469   1.5040         
str_m1_o10_o18_pcu_s_ID_470   0.0249         
str_m1_o10_o18_pcu_s_ID_471   1.2367         
str_m1_o10_o18_pcu_s_ID_472   0.1255         
str_m1_o10_o18_pcu_s_ID_473   0.7051         
str_m1_o10_o18_pcu_s_ID_474   0.5359         
str_m1_o10_o18_pcu_s_ID_475   0.0984         
str_m1_o10_o18_pcu_s_ID_476   0.4000         
str_m1_o10_o18_pcu_s_ID_477   0.0344         
str_m1_o10_o18_pcu_s_ID_478   0.2643         
str_m1_o10_o18_pcu_s_ID_479   0.0317         
str_m1_o10_o18_pcu_s_ID_480   0.0245         
str_m1_o10_o18_pcu_s_ID_481   0.2852         
str_m1_o10_o18_pcu_s_ID_482   0.5501         
str_m1_o10_o18_pcu_s_ID_483   0.6901         
str_m1_o10_o18_pcu_s_ID_484   2.3417         
str_m1_o10_o18_pcu_s_ID_485   0.1467         
str_m1_o10_o18_pcu_s_ID_486   3.9724         
str_m1_o10_o18_pcu_s_ID_487   0.2523         
str_m1_o10_o18_pcu_s_ID_488   0.1287         
str_m1_o10_o18_pcu_s_ID_489   0.3001         
str_m1_o10_o18_pcu_s_ID_490   0.0416         
str_m1_o10_o18_pcu_s_ID_491   1.2476         
str_m1_o10_o18_pcu_s_ID_492   0.0774         
str_m1_o10_o18_pcu_s_ID_493   0.5841         
str_m1_o10_o18_pcu_s_ID_494   8.3851         
str_m1_o10_o18_pcu_s_ID_495   0.0532         
str_m1_o10_o18_pcu_s_ID_496   5.0818         
str_m1_o10_o18_pcu_s_ID_497   0.3016         
