	Di	Df	Dif	Unitcell_volume:	Density:	ASA_A^2:	ASA_m^2/cm^3:	ASA_m^2/g:	NASA_A^2:	NASA_m^2/cm^3:	NASA_m^2/g:	AV_A^3:	AV_Volume_fraction:	AV_cm^3/g:	NAV_A^3:	NAV_Volume_fraction:	NAV_cm^3/g:
str_m3_o10_o18_pcu_sym.17.res	4.53453	2.78369	3.97892	16592.9	1.16592	0	0	0	2354.41	1418.92	1217	0	0	0	753.652	0.04542	0.038956
str_m3_o10_o18_pcu_sym.18.res	3.7419	2.1428	3.74181	16468.5	2.14662	0	0	0	932.35	566.14	263.735	0	0	0	155.134	0.00942	0.004388
str_m3_o10_o18_pcu_sym.19.res	4.57583	3.63015	4.52194	16359.4	1.36474	2639.17	1613.25	1182.09	0	0	0	804.882	0.0492	0.036051	0	0	0
str_m3_o10_o18_pcu_sym.2.res	5.26399	3.9511	5.26399	16238	1.37924	2212.75	1362.7	988.01	0	0	0	886.268	0.05458	0.039573	0	0	0
str_m3_o10_o18_pcu_sym.20.res	4.50248	2.54048	4.50248	16399	1.64904	0	0	0	1589.25	969.116	587.684	0	0	0	522.471	0.03186	0.01932
str_m3_o10_o18_pcu_sym.21.res	4.63893	3.68053	4.61222	16609.6	1.22217	3344.89	2013.83	1647.75	0	0	0	1344.71	0.08096	0.066243	0	0	0
str_m3_o10_o18_pcu_sym.22.res	4.36563	3.70326	4.34565	16556.7	1.22608	3033.86	1832.4	1494.53	0	0	0	987.773	0.05966	0.048659	0	0	0
str_m3_o10_o18_pcu_sym.23.res	4.08738	2.68894	4.08737	16380.3	1.40349	0	0	0	1670.65	1019.91	726.697	0	0	0	391.817	0.02392	0.017043
str_m3_o10_o18_pcu_sym.24.res	4.54399	2.81533	4.54396	16649.9	1.20874	1735.14	1042.13	862.164	0.637919	0.383135	0.316971	410.921	0.02468	0.020418	0	0	0
str_m3_o10_o18_pcu_sym.25.res	5.39281	3.73942	5.3558	16576.5	1.06234	3928.73	2370.06	2230.98	0	0	0	1644.72	0.09922	0.093398	0	0	0
str_m3_o10_o18_pcu_sym.26.res	4.11901	3.13992	3.72882	16805.9	1.32004	1543.01	918.134	695.533	0	0	0	293.768	0.01748	0.013242	0	0	0
str_m3_o10_o18_pcu_sym.27.res	5.39446	3.74065	5.35477	16577.9	1.06225	3933.69	2372.85	2233.8	0	0	0	1648.18	0.09942	0.093594	0	0	0
str_m3_o10_o18_pcu_sym.28.res	4.0576	2.76088	3.87924	16923.3	1.3518	0	0	0	860.523	508.485	376.155	0	0	0	176.679	0.01044	0.007723
str_m3_o10_o18_pcu_sym.29.res	4.97703	3.65484	4.97316	16603.4	1.15067	3497	2106.2	1830.42	0	0	0	1487.66	0.0896	0.077868	0	0	0
str_m3_o10_o18_pcu_sym.3.res	4.49127	2.79693	4.49124	16451.3	1.1613	0	0	0	2807.09	1706.3	1469.3	0	0	0	873.893	0.05312	0.045742
str_m3_o10_o18_pcu_sym.30.res	4.48183	2.6482	4.46985	16496.3	1.7045	0	0	0	1868.45	1132.65	664.504	0	0	0	552.626	0.0335	0.019654
str_m3_o10_o18_pcu_sym.31.res	4.08924	2.53657	3.6495	16186.2	1.54552	0	0	0	1258.37	777.437	503.025	0	0	0	205.241	0.01268	0.008204
str_m3_o10_o18_pcu_sym.32.res	4.54842	3.71527	4.51656	16579.8	1.18632	3555.16	2144.27	1807.49	0	0	0	1225.58	0.07392	0.06231	0	0	0
str_m3_o10_o18_pcu_sym.33.res	3.43783	2.49543	3.35562	16459.8	1.57027	0	0	0	603.48	366.639	233.488	0	0	0	77.6903	0.00472	0.003006
str_m3_o10_o18_pcu_sym.34.res	5.25133	3.69443	5.24057	16570.5	1.18699	3621.07	2185.25	1841	0	0	0	1656.72	0.09998	0.08423	0	0	0
str_m3_o10_o18_pcu_sym.35.res	4.63248	2.79033	4.62227	16318.7	1.18913	0	0	0	2269.01	1390.43	1169.29	0	0	0	799.617	0.049	0.041207
str_m3_o10_o18_pcu_sym.36.res	3.70112	2.4882	3.7009	16805.5	1.31856	0	0	0	607.65	361.579	274.223	0	0	0	70.583	0.0042	0.003185
str_m3_o10_o18_pcu_sym.37.res	4.28334	3.50223	4.25773	16576.7	1.50555	2623.25	1582.49	1051.1	0	0	0	843.421	0.05088	0.033795	0	0	0
str_m3_o10_o18_pcu_sym.38.res	5.04794	3.64214	5.04781	16588.6	1.34588	3522.45	2123.41	1577.72	0	0	0	1505.58	0.09076	0.067436	0	0	0
str_m3_o10_o18_pcu_sym.39.res	4.21719	2.26103	4.21719	16502.8	1.27033	0	0	0	1227.02	743.524	585.3	0	0	0	292.43	0.01772	0.013949
str_m3_o10_o18_pcu_sym.4.res	5.08906	3.91881	5.08479	16925.5	1.08997	4062.12	2400	2201.88	0	0	0	1674.95	0.09896	0.090791	0	0	0
str_m3_o10_o18_pcu_sym.40.res	5.39614	3.74205	5.39589	16577.2	1.06229	3925.85	2368.22	2229.34	0	0	0	1670.65	0.10078	0.09487	0	0	0
str_m3_o10_o18_pcu_sym.41.res	5.39473	3.73881	5.36869	16577.4	1.06228	3932.07	2371.95	2232.88	0	0	0	1648.45	0.09944	0.093609	0	0	0
str_m3_o10_o18_pcu_sym.42.res	4.18704	2.60038	4.18678	16547.8	1.43298	0	0	0	700.061	423.054	295.226	0	0	0	132.382	0.008	0.005583
str_m3_o10_o18_pcu_sym.43.res	4.82584	2.88713	4.76914	16462.2	1.35621	2780.11	1688.79	1245.22	0	0	0	998.924	0.06068	0.044742	0	0	0
str_m3_o10_o18_pcu_sym.44.res	5.39569	3.7417	5.36944	16577.9	1.06225	3934.71	2373.48	2234.38	0	0	0	1671.71	0.10084	0.09493	0	0	0
str_m3_o10_o18_pcu_sym.45.res	4.29768	3.72915	4.29768	16628.5	1.12369	3988.68	2398.7	2134.66	0	0	0	1089.5	0.06552	0.058308	0	0	0
str_m3_o10_o18_pcu_sym.46.res	5.12303	2.63294	4.9406	16601.4	1.17597	0	0	0	2744.55	1653.21	1405.83	0	0	0	1186.33	0.07146	0.060767
str_m3_o10_o18_pcu_sym.47.res	3.57468	1.18061	3.37758	17020.6	1.49879	0	0	0	241.687	141.997	94.7411	0	0	0	37.7857	0.00222	0.001481
str_m3_o10_o18_pcu_sym.48.res	4.37972	3.64754	4.37396	17130.5	1.12588	3470.92	2026.16	1799.62	0.233738	0.136446	0.12119	1082.99	0.06322	0.056152	0	0	0
str_m3_o10_o18_pcu_sym.49.res	4.71091	2.80093	4.69929	16436.8	1.19664	2956.21	1798.53	1502.98	0	0	0	1087.46	0.06616	0.055288	0	0	0
str_m3_o10_o18_pcu_sym.5.res	4.87798	2.50869	4.87292	16531	1.31438	0	0	0	2246.97	1359.24	1034.13	0	0	0	875.152	0.05294	0.040278
str_m3_o10_o18_pcu_sym.50.res	3.33995	1.89975	3.32813	16664.5	1.78133	0	0	0	306.6	183.984	103.285	0	0	0	30.3294	0.00182	0.001022
str_m3_o10_o18_pcu_sym.51.res	4.55042	3.81234	4.55042	16553.2	1.16872	2822.58	1705.16	1459	0	0	0	879.304	0.05312	0.045451	0	0	0
str_m3_o10_o18_pcu_sym.52.res	5.08911	3.91882	5.08481	16925.6	1.08997	4056.2	2396.49	2198.67	0	0	0	1674.96	0.09896	0.090791	0	0	0
str_m3_o10_o18_pcu_sym.53.res	3.40192	1.86345	3.39062	16237	2.47508	0	0	0	343.996	211.86	85.5971	0	0	0	42.8656	0.00264	0.001067
str_m3_o10_o18_pcu_sym.54.res	3.45902	2.60725	3.45894	16271	1.54175	0	0	0	693.033	425.931	276.264	0	0	0	65.0841	0.004	0.002594
str_m3_o10_o18_pcu_sym.55.res	4.45871	3.81621	4.34896	16487.2	1.27121	2507.21	1520.7	1196.26	0	0	0	906.464	0.05498	0.04325	0	0	0
str_m3_o10_o18_pcu_sym.56.res	4.17437	2.45542	4.17424	16631.3	1.2676	0	0	0	1042.87	627.051	494.676	0	0	0	197.248	0.01186	0.009356
str_m3_o10_o18_pcu_sym.57.res	5.35627	3.41018	4.56996	16544.2	1.12942	3621.01	2188.69	1937.89	0	0	0	1409.23	0.08518	0.075419	0	0	0
str_m3_o10_o18_pcu_sym.58.res	4.36871	3.35689	4.35662	16691.5	1.21992	2578.96	1545.07	1266.53	0	0	0	600.895	0.036	0.02951	0	0	0
str_m3_o10_o18_pcu_sym.59.res	5.0249	3.66594	4.47408	16430.3	1.12642	3145.74	1914.59	1699.71	0	0	0	1046.94	0.06372	0.056569	0	0	0
str_m3_o10_o18_pcu_sym.6.res	4.59482	3.21394	4.55286	16700.4	1.35525	2186.22	1309.09	965.938	0	0	0	876.101	0.05246	0.038709	0	0	0
str_m3_o10_o18_pcu_sym.60.res	4.45001	2.58942	4.44994	16588.1	1.27787	0	0	0	2047.52	1234.34	965.934	0	0	0	725.563	0.04374	0.034229
str_m3_o10_o18_pcu_sym.61.res	5.39579	3.74161	5.39561	16577.9	1.06225	3944.28	2379.25	2239.81	0	0	0	1671.71	0.10084	0.09493	0	0	0
str_m3_o10_o18_pcu_sym.62.res	3.05436	2.02594	2.99307	16285.4	1.36066	0	0	0	75.0442	46.0807	33.8663	0	0	0	2.93137	0.00018	0.000132
str_m3_o10_o18_pcu_sym.63.res	4.60508	3.51451	4.49664	16556.6	1.51817	3175.62	1918.03	1263.38	0	0	0	1121.88	0.06776	0.044633	0	0	0
str_m3_o10_o18_pcu_sym.64.res	4.36563	3.70321	4.34563	16556.6	1.22609	3034.45	1832.78	1494.82	0	0	0	988.095	0.05968	0.048675	0	0	0
str_m3_o10_o18_pcu_sym.65.res	4.15739	2.61001	4.15739	16936.1	1.23783	0	0	0	1959.7	1157.11	934.792	0	0	0	505.711	0.02986	0.024123
str_m3_o10_o18_pcu_sym.66.res	4.16655	2.84411	3.98824	16547.5	1.24491	1728.44	1044.54	839.048	0	0	0	416.996	0.0252	0.020243	0	0	0
str_m3_o10_o18_pcu_sym.67.res	4.43431	3.26372	4.43413	16835.5	1.14561	2970.45	1764.4	1540.14	0	0	0	908.779	0.05398	0.047119	0	0	0
str_m3_o10_o18_pcu_sym.68.res	4.81077	2.58543	4.81076	17147	1.34807	0	0	0	1001.57	584.109	433.293	0	0	0	325.793	0.019	0.014094
str_m3_o10_o18_pcu_sym.69.res	4.39088	2.5161	4.37607	16623.4	1.61296	0	0	0	1137.19	684.089	424.12	0	0	0	302.546	0.0182	0.011284
str_m3_o10_o18_pcu_sym.7.res	4.65673	2.79059	4.65658	16427.2	1.53014	0	0	0	2485.58	1513.09	988.86	0	0	0	818.403	0.04982	0.032559
str_m3_o10_o18_pcu_sym.70.res	3.74816	2.16934	3.74814	16998.5	1.39154	0	0	0	543.376	319.662	229.718	0	0	0	69.3538	0.00408	0.002932
str_m3_o10_o18_pcu_sym.71.res	5.01002	3.84862	5.01002	16662	1.11429	3478.23	2087.52	1873.41	0	0	0	1332.29	0.07996	0.071759	0	0	0
str_m3_o10_o18_pcu_sym.72.res	4.88192	3.7086	4.76367	16546.4	1.12208	3675.95	2221.61	1979.91	0	0	0	1400.15	0.08462	0.075414	0	0	0
str_m3_o10_o18_pcu_sym.73.res	4.83302	3.10037	4.81367	16799.2	1.14809	3085.27	1836.56	1599.67	1.01676	0.605244	0.527175	1019.71	0.0607	0.052871	0	0	0
str_m3_o10_o18_pcu_sym.74.res	4.23727	3.35509	4.10551	16580.1	1.2567	3385.37	2041.83	1624.76	0	0	0	692.716	0.04178	0.033246	0	0	0
str_m3_o10_o18_pcu_sym.75.res	4.67374	3.14014	4.67345	16987.9	1.40024	2766.76	1628.66	1163.13	0	0	0	1005.68	0.0592	0.042278	0	0	0
str_m3_o10_o18_pcu_sym.76.res	4.11809	2.35041	4.118	16484.8	1.44928	0	0	0	1303.82	790.918	545.734	0	0	0	217.6	0.0132	0.009108
str_m3_o10_o18_pcu_sym.77.res	5.163	3.1757	5.14899	16521.5	1.12377	3262.55	1974.73	1757.24	0	0	0	1388.46	0.08404	0.074784	0	0	0
str_m3_o10_o18_pcu_sym.78.res	3.88947	2.52177	3.70083	17085.3	1.34587	0	0	0	1224.46	716.671	532.496	0	0	0	221.084	0.01294	0.009615
str_m3_o10_o18_pcu_sym.79.res	3.31038	1.83114	3.27614	17200.5	1.56653	0	0	0	274.219	159.426	101.77	0	0	0	18.2325	0.00106	0.000677
str_m3_o10_o18_pcu_sym.8.res	4.55329	3.83208	4.55311	16621.3	1.16747	2736.48	1646.37	1410.21	0.372032	0.223829	0.191722	785.19	0.04724	0.040464	0	0	0
str_m3_o10_o18_pcu_sym.80.res	4.59761	3.09449	4.59761	16470.7	1.15993	2970.16	1803.29	1554.65	0	0	0	926.644	0.05626	0.048503	0	0	0
str_m3_o10_o18_pcu_sym.81.res	4.05447	2.9542	3.9235	16376.3	1.6445	1825.82	1114.92	677.966	0	0	0	382.877	0.02338	0.014217	0	0	0
str_m3_o10_o18_pcu_sym.82.res	4.26843	2.80956	4.2684	16677.4	1.32852	1433.89	859.78	647.173	5.26902	3.15939	2.37813	273.175	0.01638	0.01233	0	0	0
str_m3_o10_o18_pcu_sym.83.res	4.67639	3.37214	4.67639	16502.8	1.23008	2738.78	1659.59	1349.17	0.077913	0.047212	0.038381	939.008	0.0569	0.046257	0	0	0
str_m3_o10_o18_pcu_sym.84.res	3.94626	2.7026	3.92574	16636.1	1.37481	0	0	0	1213.25	729.286	530.461	0	0	0	260.854	0.01568	0.011405
str_m3_o10_o18_pcu_sym.85.res	3.89139	3.02984	3.89138	16355.9	1.29615	1750.84	1070.46	825.877	0	0	0	315.015	0.01926	0.014859	0	0	0
str_m3_o10_o18_pcu_sym.86.res	4.45549	2.87857	4.45547	16660.3	1.40168	1945.45	1167.72	833.085	0	0	0	564.786	0.0339	0.024185	0	0	0
str_m3_o10_o18_pcu_sym.87.res	4.4311	3.20051	4.43099	16764.7	1.25751	1462.44	872.33	693.694	65.9512	39.3393	31.2834	352.394	0.02102	0.016716	2.34706	0.00014	0.000111
str_m3_o10_o18_pcu_sym.88.res	3.3094	2.22832	3.30917	16642.6	1.54331	0	0	0	237.444	142.673	92.4463	0	0	0	19.3054	0.00116	0.000752
str_m3_o10_o18_pcu_sym.89.res	4.31064	3.76025	4.3106	16327	1.28385	2117.73	1297.07	1010.3	0.878465	0.538045	0.419088	674.304	0.0413	0.032169	0	0	0
str_m3_o10_o18_pcu_sym.9.res	4.75626	3.64295	4.70673	16433.4	1.18799	3176.46	1932.93	1627.06	0	0	0	877.544	0.0534	0.04495	0	0	0
str_m3_o10_o18_pcu_sym.90.res	3.86873	2.69127	3.86868	16599.5	1.1619	0	0	0	1725.64	1039.57	894.718	0	0	0	281.196	0.01694	0.01458
str_m3_o10_o18_pcu_sym.91.res	4.3899	3.12068	4.19913	16353.4	1.18299	2480	1516.51	1281.92	0	0	0	651.847	0.03986	0.033694	0	0	0
str_m3_o10_o18_pcu_sym.92.res	3.85494	2.4779	3.85483	16359.1	1.23023	0	0	0	1287.78	787.194	639.875	0	0	0	204.489	0.0125	0.010161
str_m3_o10_o18_pcu_sym.93.res	4.07041	3.1337	3.96415	16577.6	1.97023	1994.49	1203.12	610.648	0	0	0	373.329	0.02252	0.01143	0	0	0
str_m3_o10_o18_pcu_sym.94.res	4.29076	3.13967	4.29028	16626	1.21404	2059.77	1238.89	1020.47	0	0	0	662.378	0.03984	0.032816	0	0	0
str_m3_o10_o18_pcu_sym.95.res	3.56098	2.30638	3.56098	16355.8	2.1067	0	0	0	622.227	380.431	180.582	0	0	0	74.9097	0.00458	0.002174
str_m3_o10_o18_pcu_sym.96.res	4.40442	3.87757	4.29035	16742.8	1.25917	1784.16	1065.63	846.292	0	0	0	606.091	0.0362	0.028749	0	0	0
str_m3_o10_o18_pcu_sym.97.res	4.73458	2.87778	4.34923	16499.3	1.24121	2365.19	1433.51	1154.93	0	0	0	652.381	0.03954	0.031856	0	0	0
str_m3_o10_o18_pcu_sym.98.res	5.11224	3.92701	4.49584	16502.5	1.12506	3388.83	2053.53	1825.26	0	0	0	1228.11	0.07442	0.066148	0	0	0
str_m3_o10_o18_pcu_sym.99.res	4.29627	3.49807	4.29607	16634.6	1.21679	3351	2014.48	1655.57	0	0	0	962.809	0.05788	0.047568	0	0	0
str_m3_o1_o10_pcu_sym.1.res	7.28362	5.26843	7.28326	24232.1	0.904831	6179.92	2550.3	2818.54	0	0	0	5966.43	0.24622	0.272117	0	0	0
str_m3_o1_o10_pcu_sym.10.res	5.24372	4.0611	5.24353	24196.3	1.27687	4030.01	1665.55	1304.4	0	0	0	2022.81	0.0836	0.065473	0	0	0
str_m3_o1_o10_pcu_sym.100.res	6.02565	4.62254	6.01996	24169.7	1.60398	4304.88	1781.1	1110.43	0	0	0	2784.35	0.1152	0.071821	0	0	0
str_m3_o1_o10_pcu_sym.101.res	5.51113	4.93737	5.51097	24670.4	1.04171	4975.36	2016.74	1935.99	0	0	0	3211.1	0.13016	0.124949	0	0	0
str_m3_o1_o10_pcu_sym.102.res	5.90472	4.89372	5.89261	24251.6	1.03146	6205.75	2558.91	2480.85	0	0	0	4664.06	0.19232	0.186453	0	0	0
str_m3_o1_o10_pcu_sym.103.res	4.02856	2.74763	4.02856	24582.2	1.48309	0	0	0	2012.79	818.799	552.092	0	0	0	308.752	0.01256	0.008469
str_m3_o1_o10_pcu_sym.104.res	6.1483	4.83314	6.14825	24056.7	1.15011	4159.76	1729.15	1503.46	0	0	0	2824.26	0.1174	0.102077	0	0	0
str_m3_o1_o10_pcu_sym.105.res	6.58883	5.31746	6.5886	24239.4	0.971109	6171.51	2546.06	2621.81	0	0	0	5494.59	0.22668	0.233424	0	0	0
str_m3_o1_o10_pcu_sym.106.res	5.13207	2.31429	5.132	24385.8	1.45433	0	0	0	2787.32	1143.01	785.933	0	0	0	1247.58	0.05116	0.035178
str_m3_o1_o10_pcu_sym.107.res	5.52077	4.01296	5.51599	24117.5	1.00212	6392.24	2650.46	2644.85	0	0	0	3417.93	0.14172	0.14142	0	0	0
str_m3_o1_o10_pcu_sym.108.res	4.01356	2.48078	4.01343	24524	1.37698	0	0	0	1949.2	794.812	577.215	0	0	0	341.375	0.01392	0.010109
str_m3_o1_o10_pcu_sym.109.res	6.0473	4.63686	6.04559	24093.1	1.02914	6171.08	2561.35	2488.82	0	0	0	3941.14	0.16358	0.158948	0	0	0
str_m3_o1_o10_pcu_sym.11.res	4.03106	3.51378	4.03106	24373.9	1.24565	2674.61	1097.33	880.923	179.216	73.5279	59.0275	696.118	0.02856	0.022928	16.5742	0.00068	0.000546
str_m3_o1_o10_pcu_sym.110.res	7.28388	5.26876	7.27714	24234.7	0.904734	6175.48	2548.19	2816.51	0	0	0	5967.56	0.24624	0.272168	0	0	0
str_m3_o1_o10_pcu_sym.111.res	5.12273	4.39095	5.12184	24468.7	1.76346	4958.65	2026.53	1149.18	0	0	0	2587.81	0.10576	0.059973	0	0	0
str_m3_o1_o10_pcu_sym.112.res	4.388	2.2333	4.38787	24254.2	1.22611	0	0	0	2450.35	1010.27	823.964	0	0	0	714.045	0.02944	0.024011
str_m3_o1_o10_pcu_sym.113.res	4.7902	2.93207	4.79019	24769.2	1.49369	2668.75	1077.44	721.329	0	0	0	934.791	0.03774	0.025266	0	0	0
str_m3_o1_o10_pcu_sym.114.res	6.20793	4.34075	6.20792	24261.7	1.00741	4968.27	2047.78	2032.71	0	0	0	3567.45	0.14704	0.145958	0	0	0
str_m3_o1_o10_pcu_sym.115.res	4.39507	3.2016	4.3135	24768.5	1.41416	2568.78	1037.12	733.381	0	0	0	795.067	0.0321	0.022699	0	0	0
str_m3_o1_o10_pcu_sym.116.res	4.37835	3.24135	4.35967	24695.2	2.42265	2989.97	1210.75	499.763	0	0	0	958.668	0.03882	0.016024	0	0	0
str_m3_o1_o10_pcu_sym.117.res	5.47557	3.73801	5.47248	24095.7	1.0774	5877.59	2439.27	2264.02	0	0	0	3181.6	0.13204	0.122554	0	0	0
str_m3_o1_o10_pcu_sym.118.res	5.24136	4.09631	5.24125	24339.2	1.23979	4819.46	1980.12	1597.14	0.519359	0.213383	0.172113	2495.26	0.10252	0.082692	0	0	0
str_m3_o1_o10_pcu_sym.119.res	5.61908	4.16733	5.61908	24540.5	1.04722	5109.01	2081.87	1987.99	0	0	0	2689.64	0.1096	0.104658	0	0	0
str_m3_o1_o10_pcu_sym.12.res	5.14106	4.3029	5.10729	24924.2	1.34039	3262.72	1309.06	976.625	30.2894	12.1526	9.06648	1623.56	0.06514	0.048598	1.99393	0.00008	0.00006
str_m3_o1_o10_pcu_sym.120.res	5.42575	4.15788	5.42575	24164.7	1.16299	5849.59	2420.72	2081.46	0	0	0	2717.08	0.11244	0.096682	0	0	0
str_m3_o1_o10_pcu_sym.121.res	5.46873	3.97406	5.46785	24258.4	1.14038	5741.75	2366.91	2075.54	0	0	0	3099.74	0.12778	0.11205	0	0	0
str_m3_o1_o10_pcu_sym.122.res	3.19263	2.2857	3.19259	24902.3	1.39961	0	0	0	482.423	193.726	138.414	0	0	0	32.373	0.0013	0.000929
str_m3_o1_o10_pcu_sym.123.res	5.42748	3.18791	5.42748	24069.5	1.07506	4986.3	2071.62	1926.98	0	0	0	1780.66	0.07398	0.068815	0	0	0
str_m3_o1_o10_pcu_sym.124.res	4.95847	3.38272	4.9584	24487.7	1.27286	2945.61	1202.89	945.031	0	0	0	894.78	0.03654	0.028707	0	0	0
str_m3_o1_o10_pcu_sym.125.res	5.51259	3.63065	5.51248	24213.9	1.25545	4267.49	1762.41	1403.8	0	0	0	1711.44	0.07068	0.056298	0	0	0
str_m3_o1_o10_pcu_sym.126.res	7.28436	5.26872	7.28362	24234.6	0.904739	6163.5	2543.27	2811.05	0	0	0	5966.56	0.2462	0.272123	0	0	0
str_m3_o1_o10_pcu_sym.127.res	5.05302	3.01254	5.05275	24659.8	1.55602	3215.45	1303.93	837.987	0	0	0	1137.31	0.04612	0.02964	0	0	0
str_m3_o1_o10_pcu_sym.128.res	5.35931	3.91683	5.35907	24103.1	1.69748	4335.95	1798.92	1059.76	0	0	0	1802.43	0.07478	0.044054	0	0	0
str_m3_o1_o10_pcu_sym.129.res	5.07449	4.08073	5.07433	24225	1.41944	4030.15	1663.63	1172.03	0	0	0	1828.02	0.07546	0.053162	0	0	0
str_m3_o1_o10_pcu_sym.13.res	5.91576	3.6256	5.91032	24369.9	1.48031	5287.82	2169.82	1465.78	0	0	0	3155.42	0.12948	0.087468	0	0	0
str_m3_o1_o10_pcu_sym.130.res	5.24898	3.4958	5.24057	24159.7	1.07105	5406.77	2237.93	2089.48	0	0	0	2227.52	0.0922	0.086084	0	0	0
str_m3_o1_o10_pcu_sym.131.res	5.23995	3.7155	5.20258	24036.5	1.38186	6343.72	2639.21	1909.9	0	0	0	2826.21	0.11758	0.085088	0	0	0
str_m3_o1_o10_pcu_sym.132.res	5.43981	3.2508	5.43971	24132	1.33177	4136.34	1714.05	1287.05	0	0	0	1972.06	0.08172	0.061362	0	0	0
str_m3_o1_o10_pcu_sym.133.res	3.20845	1.40404	3.20825	25647.8	1.74827	0	0	0	246.18	95.985	54.9029	0	0	0	18.4664	0.00072	0.000412
str_m3_o1_o10_pcu_sym.134.res	7.28403	5.26909	7.28398	24234.6	0.90474	6184.17	2551.8	2820.48	0	0	0	5966.55	0.2462	0.272122	0	0	0
str_m3_o1_o10_pcu_sym.135.res	7.00476	5.10092	7.00476	24073.1	0.970402	5852.09	2430.96	2505.11	0	0	0	4951.36	0.20568	0.211953	0	0	0
str_m3_o1_o10_pcu_sym.136.res	5.56917	4.53688	5.56915	24263.6	1.00734	5744	2367.34	2350.1	0	0	0	3253.26	0.13408	0.133104	0	0	0
str_m3_o1_o10_pcu_sym.137.res	4.05872	2.75291	4.05868	24382.9	1.56115	0	0	0	2025.59	830.742	532.135	0	0	0	364.768	0.01496	0.009583
str_m3_o1_o10_pcu_sym.138.res	5.33324	4.23899	5.33323	24426.8	1.11084	5219.95	2136.98	1923.75	0	0	0	2474.44	0.1013	0.091192	0	0	0
str_m3_o1_o10_pcu_sym.139.res	6.86808	5.36263	6.86798	24401.1	0.953742	5850.1	2397.47	2513.76	0	0	0	5019.8	0.20572	0.215698	0	0	0
str_m3_o1_o10_pcu_sym.14.res	4.40864	3.51085	4.40864	24502	1.4074	3080.91	1257.41	893.428	0	0	0	869.821	0.0355	0.025224	0	0	0
str_m3_o1_o10_pcu_sym.140.res	5.18263	4.06491	5.18263	24285.7	1.15395	5420.6	2232.01	1934.24	0	0	0	2314.91	0.09532	0.082604	0	0	0
str_m3_o1_o10_pcu_sym.141.res	5.2585	3.73716	5.25739	24101.2	1.07716	6338.94	2630.13	2441.73	0	0	0	2893.11	0.12004	0.111442	0	0	0
str_m3_o1_o10_pcu_sym.142.res	5.80571	4.46316	5.80435	24078.2	0.962851	6469.88	2687.02	2790.69	0	0	0	4109.68	0.17068	0.177265	0	0	0
str_m3_o1_o10_pcu_sym.143.res	5.21133	4.47854	5.21104	24123	1.36578	4847.18	2009.36	1471.22	0	0	0	2864.85	0.11876	0.086954	0	0	0
str_m3_o1_o10_pcu_sym.144.res	5.27537	4.15949	5.27351	24503.6	1.42913	3349.75	1367.04	956.554	0	0	0	1411.9	0.05762	0.040318	0	0	0
str_m3_o1_o10_pcu_sym.145.res	6.94255	4.13757	6.93137	24295.7	1.06853	5188.77	2135.67	1998.69	0	0	0	4083.63	0.16808	0.1573	0	0	0
str_m3_o1_o10_pcu_sym.146.res	6.05564	5.097	5.98741	24023.2	1.01725	5378.98	2239.08	2201.11	0	0	0	4087.3	0.17014	0.167255	0	0	0
str_m3_o1_o10_pcu_sym.147.res	4.24011	2.67988	4.23993	24351.7	1.47541	0	0	0	1813.67	744.78	504.794	0	0	0	425.667	0.01748	0.011848
str_m3_o1_o10_pcu_sym.148.res	4.27797	3.062	4.24022	24348.7	1.98606	1576.9	647.632	326.089	69.5941	28.5823	14.3915	388.605	0.01596	0.008036	5.35671	0.00022	0.000111
str_m3_o1_o10_pcu_sym.149.res	4.3428	2.39732	4.3427	24113.4	1.23692	0	0	0	1986.26	823.718	665.943	0	0	0	408.963	0.01696	0.013711
str_m3_o1_o10_pcu_sym.15.res	5.19303	4.09344	5.19303	24141.8	1.1869	4513.68	1869.65	1575.24	0	0	0	1983.97	0.08218	0.069239	0	0	0
str_m3_o1_o10_pcu_sym.150.res	4.42483	3.16635	4.42483	24367.8	1.38944	3327.26	1365.44	982.721	0	0	0	1014.67	0.04164	0.029969	0	0	0
str_m3_o1_o10_pcu_sym.151.res	5.72513	3.62035	5.72472	24143	1.01604	5591.09	2315.82	2279.27	0	0	0	3317.24	0.1374	0.135231	0	0	0
str_m3_o1_o10_pcu_sym.152.res	6.22105	4.3909	6.22084	24005.4	1.0704	5011.75	2087.76	1950.45	0	0	0	3436.62	0.14316	0.133744	0	0	0
str_m3_o1_o10_pcu_sym.153.res	5.23769	3.73249	5.23756	23880	1.1701	3746.1	1568.72	1340.67	0	0	0	1602.35	0.0671	0.057346	0	0	0
str_m3_o1_o10_pcu_sym.154.res	5.19004	4.01635	5.19004	24207.4	1.06163	4960.32	2049.09	1930.13	0	0	0	2368.45	0.09784	0.09216	0	0	0
str_m3_o1_o10_pcu_sym.155.res	4.62341	3.15995	4.62341	24228.3	1.11995	4214.75	1739.6	1553.29	0	0	0	1420.74	0.05864	0.05236	0	0	0
str_m3_o1_o10_pcu_sym.156.res	5.20345	3.95446	5.20334	24286.9	1.08747	4960.75	2042.56	1878.27	0	0	0	2128.99	0.08766	0.080609	0	0	0
str_m3_o1_o10_pcu_sym.157.res	3.02348	1.49934	3.02336	24936.6	1.53436	0	0	0	78.8333	31.6135	20.6037	0	0	0	0.997465	0.00004	0.000026
