	Di	Df	Dif	Unitcell_volume:	Density:	ASA_A^2:	ASA_m^2/cm^3:	ASA_m^2/g:	NASA_A^2:	NASA_m^2/cm^3:	NASA_m^2/g:	AV_A^3:	AV_Volume_fraction:	AV_cm^3/g:	NAV_A^3:	NAV_Volume_fraction:	NAV_cm^3/g:
str_m1_o10_o16_pcu_sym.155.res	6.76792	5.37663	6.76786	31390.3	0.956036	7623.89	2428.74	2540.43	0.116869	0.037231	0.038943	6404.25	0.20402	0.213402	0	0	0
str_m1_o10_o16_pcu_sym.157.res	7.4861	5.3102	7.32817	31246.3	0.822648	8507.7	2722.79	3309.79	1.49785	0.47937	0.582716	8804.58	0.28178	0.342528	0	0	0
str_m1_o10_o16_pcu_sym.158.res	7.82396	5.87509	7.82396	31324.1	0.898603	8378.19	2674.68	2976.49	0	0	0	9688.54	0.3093	0.344201	0	0	0
str_m1_o10_o16_pcu_sym.159.res	7.04466	5.32733	7.04445	31514.1	0.933244	7709.2	2446.27	2621.25	0	0	0	7226.82	0.22932	0.245724	0	0	0
str_m1_o10_o16_pcu_sym.16.res	8.00859	6.58413	7.99416	31481.3	0.841144	8042.11	2554.56	3037.01	0	0	0	9220.25	0.29288	0.348192	0	0	0
str_m1_o10_o16_pcu_sym.160.res	7.46227	5.91467	7.44452	31734.6	0.854397	7677.07	2419.15	2831.41	0	0	0	7741.33	0.24394	0.285511	0	0	0
str_m1_o10_o16_pcu_sym.161.res	8.3181	6.64417	8.31779	31213.5	0.823513	7959.26	2549.94	3096.42	0.903784	0.289549	0.351603	8872.11	0.28424	0.345155	0	0	0
str_m1_o10_o16_pcu_sym.162.res	8.3117	6.37824	8.30379	31310.1	0.810297	8380.78	2676.7	3303.36	0	0	0	10802.6	0.34502	0.425794	0	0	0
str_m1_o10_o16_pcu_sym.163.res	8.18186	6.71026	8.04353	31286.9	0.855799	8100.13	2588.99	3025.23	0	0	0	10791.5	0.34492	0.403038	0	0	0
str_m1_o10_o16_pcu_sym.164.res	7.36893	5.79536	7.3687	31310.4	0.761755	8947.35	2857.63	3751.38	0	0	0	10213.4	0.3262	0.428222	0	0	0
str_m1_o10_o16_pcu_sym.165.res	8.45918	6.52628	8.45914	31452.7	0.800129	8487.85	2698.61	3372.71	0	0	0	9133.86	0.2904	0.362941	0	0	0
str_m1_o10_o16_pcu_sym.166.res	7.02177	5.29718	7.02177	31380.6	0.889688	8402.12	2677.49	3009.48	0	0	0	7073.8	0.22542	0.25337	0	0	0
str_m1_o10_o16_pcu_sym.167.res	8.17266	6.3738	8.1724	31319.6	0.734757	8445.24	2696.47	3669.88	0	0	0	11565.7	0.36928	0.502588	0	0	0
str_m1_o10_o16_pcu_sym.168.res	5.86173	3.90085	5.86173	31434.3	1.12802	6528.72	2076.94	1841.23	0	0	0	3406.85	0.10838	0.09608	0	0	0
str_m1_o10_o16_pcu_sym.169.res	8.14182	6.02861	8.02236	31364.6	0.762322	8499.66	2709.96	3554.88	0	0	0	10667.1	0.3401	0.446137	0	0	0
str_m1_o10_o16_pcu_sym.17.res	8.18933	5.85136	8.18918	31464.5	0.846859	7912.58	2514.76	2969.52	0	0	0	8552.05	0.2718	0.320951	0	0	0
str_m1_o10_o16_pcu_sym.170.res	8.38208	6.39679	8.38207	31239.3	0.792215	8203.95	2626.16	3314.96	0	0	0	9659.83	0.30922	0.390323	0	0	0
str_m1_o10_o16_pcu_sym.171.res	7.81746	5.88125	7.72253	31290.4	0.844825	8160.78	2608.08	3087.12	0	0	0	9812.67	0.3136	0.371201	0	0	0
str_m1_o10_o16_pcu_sym.172.res	8.20117	6.83992	8.09572	31283	0.768091	8104.19	2590.6	3372.78	0	0	0	11076.1	0.35406	0.460961	0	0	0
str_m1_o10_o16_pcu_sym.173.res	6.96963	5.04813	6.96963	31389.6	0.878041	9030.46	2876.89	3276.49	0	0	0	6687.25	0.21304	0.242631	0	0	0
str_m1_o10_o16_pcu_sym.174.res	6.32102	4.93412	6.32102	31168.3	1.05984	7795.64	2501.14	2359.93	0	0	0	5328.54	0.17096	0.161308	0	0	0
str_m1_o10_o16_pcu_sym.175.res	6.48174	4.46818	6.48161	31190.8	0.941194	7323.36	2347.93	2494.63	0.107146	0.034352	0.036498	5222.58	0.16744	0.177902	0	0	0
str_m1_o10_o16_pcu_sym.176.res	8.19037	6.37208	8.19037	31291.4	0.752603	8337.91	2664.6	3540.51	0	0	0	11401.3	0.36436	0.484133	0	0	0
str_m1_o10_o16_pcu_sym.177.res	7.98745	6.04	7.93011	31271.3	0.819163	7764.42	2482.92	3031.04	0	0	0	9140.62	0.2923	0.356828	0	0	0
str_m1_o10_o16_pcu_sym.178.res	7.32077	5.97615	7.31662	31270.1	0.856465	7848.7	2509.97	2930.62	0	0	0	8365.99	0.26754	0.312377	0	0	0
str_m1_o10_o16_pcu_sym.179.res	6.53064	5.60183	6.53049	31277.6	1.0415	7665.16	2450.68	2353.03	0	0	0	6946.76	0.2221	0.21325	0	0	0
str_m1_o10_o16_pcu_sym.18.res	7.79268	6.57235	7.79245	31245.3	0.863624	7734.75	2475.49	2866.4	0	0	0	9802.29	0.31372	0.36326	0	0	0
str_m1_o10_o16_pcu_sym.180.res	7.94294	6.31779	6.89377	31301.3	0.961199	7996.05	2554.54	2657.66	0	0	0	9781.04	0.31248	0.325094	0	0	0
str_m1_o10_o16_pcu_sym.181.res	7.9218	5.91089	7.92154	31336.7	0.787874	8178.27	2609.81	3312.47	0	0	0	9450.51	0.30158	0.382777	0	0	0
str_m1_o10_o16_pcu_sym.182.res	7.91084	6.11595	7.91084	31391.3	0.841806	7778.99	2478.08	2943.76	0	0	0	7850.95	0.2501	0.297099	0	0	0
str_m1_o10_o16_pcu_sym.183.res	5.67864	3.18697	5.67864	31271.8	1.18187	3620.96	1157.9	979.72	15.4948	4.95488	4.19241	1321.55	0.04226	0.035757	0.625436	0.00002	0.000017
str_m1_o10_o16_pcu_sym.184.res	6.34614	4.96336	6.20855	31339.9	1.00425	7892.37	2518.31	2507.65	0.167527	0.053455	0.053229	5917.6	0.18882	0.188021	0	0	0
str_m1_o10_o16_pcu_sym.185.res	8.35797	6.75929	8.15506	31278.5	0.811115	7895.24	2524.17	3111.98	0	0	0	10948.7	0.35004	0.431554	0	0	0
str_m1_o10_o16_pcu_sym.186.res	7.02025	5.85973	7.02008	31244.2	1.00461	7351.03	2352.77	2341.97	0	0	0	6484.42	0.20754	0.206587	0	0	0
str_m1_o10_o16_pcu_sym.187.res	7.84753	5.84909	7.84753	31312.9	0.856112	8106.01	2588.71	3023.8	0	0	0	8575.99	0.27388	0.319911	0	0	0
str_m1_o10_o16_pcu_sym.188.res	7.96081	6.30082	7.94995	31288.7	0.764167	8620.07	2755.01	3605.25	0	0	0	10569.9	0.33782	0.442076	0	0	0
str_m1_o10_o16_pcu_sym.189.res	8.13977	5.57731	8.08581	31459.2	0.85707	7912.06	2515.02	2934.44	0	0	0	7993.77	0.2541	0.296475	0	0	0
str_m1_o10_o16_pcu_sym.19.res	8.18562	6.77332	8.09654	31298.8	0.749583	8232.89	2630.42	3509.17	0	0	0	11095.4	0.3545	0.472929	0	0	0
str_m1_o10_o16_pcu_sym.190.res	6.10475	3.01869	5.25047	31180.9	1.03384	4460.06	1430.38	1383.56	0.821978	0.263615	0.254987	2196.39	0.07044	0.068134	0	0	0
str_m1_o10_o16_pcu_sym.191.res	7.11184	5.34945	7.11183	31136.9	0.91481	8050.21	2585.42	2826.19	0	0	0	7523.3	0.24162	0.26412	0	0	0
str_m1_o10_o16_pcu_sym.192.res	7.30379	6.52165	7.20917	31256.6	1.02132	7479.56	2392.95	2343	0	0	0	8726.84	0.2792	0.273371	0	0	0
str_m1_o10_o16_pcu_sym.193.res	5.74421	3.63649	5.62266	31450.3	1.11413	5587.34	1776.56	1594.57	0	0	0	2743.1	0.08722	0.078285	0	0	0
str_m1_o10_o16_pcu_sym.194.res	7.02676	5.42037	6.78699	31561.8	0.914967	7429.81	2354.05	2572.82	0	0	0	6651.97	0.21076	0.230347	0	0	0
str_m1_o10_o16_pcu_sym.195.res	6.41438	4.90476	6.41408	31156.6	1.25245	7332.22	2353.34	1878.99	0	0	0	4785.04	0.15358	0.122624	0	0	0
str_m1_o10_o16_pcu_sym.196.res	8.16079	6.37312	8.16063	31290.3	0.763187	8435.09	2695.75	3532.23	0	0	0	10482.9	0.33502	0.438975	0	0	0
str_m1_o10_o16_pcu_sym.197.res	8.27006	6.40475	8.26997	31243.5	0.813069	8012.04	2564.38	3153.96	0	0	0	10324.1	0.33044	0.406411	0	0	0
str_m1_o10_o16_pcu_sym.198.res	7.30329	5.87895	7.30326	31252.3	0.816833	7520.15	2406.27	2945.86	0	0	0	8917.52	0.28534	0.349325	0	0	0
str_m1_o10_o16_pcu_sym.199.res	7.74478	6.08596	7.72392	31412.6	0.848739	8092.12	2576.08	3035.18	0	0	0	8813.74	0.28058	0.330584	0	0	0
str_m1_o10_o16_pcu_sym.2.res	6.40402	5.46069	6.40402	31296.2	1.27654	7590.28	2425.3	1899.9	0	0	0	6428.24	0.2054	0.160903	0	0	0
str_m1_o10_o16_pcu_sym.20.res	6.80713	5.99665	6.80713	31588.8	0.888502	7756.92	2455.59	2763.74	0	0	0	7581.31	0.24	0.270117	0	0	0
str_m1_o10_o16_pcu_sym.200.res	7.92289	6.09428	7.92284	31395.4	0.84158	7882.45	2510.71	2983.32	0	0	0	8827.75	0.28118	0.334109	0	0	0
str_m1_o10_o16_pcu_sym.201.res	7.89364	6.52161	7.8007	31159.6	0.90151	7939.72	2548.08	2826.46	2.65893	0.853325	0.946551	9706.84	0.31152	0.345554	0	0	0
str_m1_o10_o16_pcu_sym.202.res	7.14516	5.29864	7.14513	31396.4	0.984341	7590.54	2417.65	2456.11	0	0	0	6147.42	0.1958	0.198915	0	0	0
str_m1_o10_o16_pcu_sym.203.res	8.19812	6.45837	8.19805	31242.4	0.840778	7784	2491.48	2963.31	0	0	0	10137.5	0.32448	0.385928	0	0	0
str_m1_o10_o16_pcu_sym.204.res	7.97803	6.37442	7.93761	31253.4	0.782217	8240.1	2636.55	3370.61	0	0	0	10641.8	0.3405	0.435301	0	0	0
str_m1_o10_o16_pcu_sym.205.res	7.68785	5.85495	7.68767	31317.3	0.872325	8189.59	2615.04	2997.78	0	0	0	8235.82	0.26298	0.30147	0	0	0
str_m1_o10_o16_pcu_sym.206.res	6.8369	4.8318	6.58005	31393.8	0.955003	7539.18	2401.48	2514.64	0.558198	0.177805	0.186183	6364.16	0.20272	0.212272	0	0	0
str_m1_o10_o16_pcu_sym.207.res	6.91424	5.29736	6.91396	31474	0.92593	7874.36	2501.86	2702	0	0	0	7033.17	0.22346	0.241336	0	0	0
str_m1_o10_o16_pcu_sym.208.res	8.53294	6.75802	8.53283	31189.9	0.767533	7939.93	2545.67	3316.69	0	0	0	11061.2	0.35464	0.462052	0	0	0
str_m1_o10_o16_pcu_sym.209.res	8.21605	6.75842	8.07123	31278.5	0.764416	8055.97	2575.56	3369.32	0	0	0	10575.3	0.3381	0.442299	0	0	0
str_m1_o10_o16_pcu_sym.21.res	7.4675	5.57482	6.4985	31138.7	0.864903	8219.03	2639.49	3051.78	1.15631	0.371342	0.429345	7495.08	0.2407	0.278297	0	0	0
str_m1_o10_o16_pcu_sym.210.res	8.33887	6.71739	8.33882	31280.6	0.775882	8456.9	2703.56	3484.5	0	0	0	9601.91	0.30696	0.395627	0	0	0
str_m1_o10_o16_pcu_sym.211.res	7.75893	4.78784	7.75886	31433.5	0.842549	8097.17	2575.96	3057.35	0	0	0	7636.46	0.24294	0.288339	0	0	0
str_m1_o10_o16_pcu_sym.212.res	7.10583	6.10107	7.10557	31270.3	0.811486	8203.9	2623.54	3233.01	0	0	0	9062.76	0.28982	0.357147	0	0	0
str_m1_o10_o16_pcu_sym.213.res	7.9	6.36965	7.74298	31239.2	0.820808	8271.78	2647.89	3225.95	0	0	0	10406.4	0.33312	0.405844	0	0	0
str_m1_o10_o16_pcu_sym.214.res	8.2895	6.57289	8.2895	31350.2	0.853273	8201.33	2616.04	3065.89	0	0	0	9098.46	0.29022	0.340126	0	0	0
str_m1_o10_o16_pcu_sym.215.res	7.04518	5.9004	6.66547	31362.4	1.16994	7453.06	2376.43	2031.23	0	0	0	8391.96	0.26758	0.228712	0	0	0
str_m1_o10_o16_pcu_sym.216.res	8.20961	6.10008	8.18191	31312.8	0.817051	7850	2506.96	3068.3	0	0	0	9470.25	0.30244	0.370161	0	0	0
str_m1_o10_o16_pcu_sym.217.res	8.40892	6.75637	8.16073	31290.8	0.735433	8152.72	2605.47	3542.77	0	0	0	11595.1	0.37056	0.503867	0	0	0
str_m1_o10_o16_pcu_sym.218.res	8.21098	6.4534	8.15499	31198.1	0.79893	8349.28	2676.21	3349.75	0	0	0	10309.1	0.33044	0.413603	0	0	0
str_m1_o10_o16_pcu_sym.219.res	8.39447	6.76273	8.39447	31273.2	0.749253	7928.06	2535.1	3383.5	0	0	0	11065.7	0.35384	0.472257	0	0	0
str_m1_o10_o16_pcu_sym.22.res	8.09218	6.75554	8.09218	31270.5	0.778018	8200.98	2622.59	3370.86	0	0	0	10066.6	0.32192	0.413769	0	0	0
str_m1_o10_o16_pcu_sym.220.res	7.43375	6.17013	7.43375	31495	0.850474	7647.96	2428.31	2855.24	0	0	0	7204.79	0.22876	0.268979	0	0	0
str_m1_o10_o16_pcu_sym.221.res	8.05845	6.04841	8.05831	31406.8	0.793669	8206.97	2613.12	3292.45	0	0	0	9837.25	0.31322	0.394648	0	0	0
str_m1_o10_o16_pcu_sym.222.res	8.19436	6.7586	8.19419	31291.9	0.855663	8225.22	2628.55	3071.94	0	0	0	10603.6	0.33886	0.396021	0	0	0
str_m1_o10_o16_pcu_sym.223.res	6.44163	4.77967	6.11381	31268.9	1.34989	7583.27	2425.18	1796.58	0	0	0	5688.43	0.18192	0.134767	0	0	0
str_m1_o10_o16_pcu_sym.224.res	8.47049	6.68393	8.4704	31356.1	1.09393	7781.56	2481.68	2268.59	0	0	0	9495.25	0.30282	0.276819	0	0	0
str_m1_o10_o16_pcu_sym.225.res	7.16486	5.59974	7.07155	31379.6	0.950844	8276.84	2637.65	2774.01	0	0	0	6962.51	0.22188	0.233351	0	0	0
str_m1_o10_o16_pcu_sym.226.res	6.84241	4.90342	6.84241	31320.8	0.930494	7808.51	2493.07	2679.3	0.038956	0.012438	0.013367	5626.47	0.17964	0.193059	0	0	0
str_m1_o10_o16_pcu_sym.227.res	8.17303	6.2119	8.17283	31321.6	0.751878	8520.96	2720.48	3618.24	0	0	0	11311.5	0.36114	0.480317	0	0	0
str_m1_o10_o16_pcu_sym.228.res	7.84877	6.86371	7.72118	31238.5	0.918259	7785.98	2492.43	2714.3	0	0	0	9740.8	0.31182	0.339578	0	0	0
str_m1_o10_o16_pcu_sym.229.res	8.1295	5.97683	8.12929	31373.2	0.787898	8635.46	2752.5	3493.47	0	0	0	9149.68	0.29164	0.37015	0	0	0
str_m1_o10_o16_pcu_sym.23.res	7.93772	6.00603	7.93685	31275.2	1.12337	7754.13	2479.33	2207.04	0	0	0	8434.28	0.26968	0.240063	0	0	0
str_m1_o10_o16_pcu_sym.230.res	8.42078	6.36907	8.42076	31368.4	0.781275	8220.98	2620.78	3354.49	0	0	0	10399.3	0.33152	0.424332	0	0	0
str_m1_o10_o16_pcu_sym.231.res	8.18587	6.81756	8.17466	31262	0.764821	8165.86	2612.07	3415.27	0	0	0	10831	0.34646	0.452995	0	0	0
str_m1_o10_o16_pcu_sym.232.res	8.16914	5.96709	8.1691	31477.9	0.77383	8525.96	2708.55	3500.19	0	0	0	10139.7	0.32212	0.416267	0	0	0
str_m1_o10_o16_pcu_sym.233.res	7.49086	6.00162	7.49086	31413.1	0.95514	8152.96	2595.4	2717.3	0	0	0	8610.33	0.2741	0.286974	0	0	0
str_m1_o10_o16_pcu_sym.234.res	6.62883	5.45786	6.55607	31384.7	1.50795	7000.25	2230.47	1479.14	0	0	0	5718.28	0.1822	0.120827	0	0	0
str_m1_o10_o16_pcu_sym.235.res	7.97408	6.03192	7.93388	31214.1	0.823497	8047.48	2578.16	3130.75	0	0	0	9123.25	0.29228	0.354925	0	0	0
str_m1_o10_o16_pcu_sym.236.res	7.96095	6.23776	7.96068	31362.2	0.819485	8234.43	2625.59	3203.95	0	0	0	10719	0.34178	0.417067	0	0	0
str_m1_o10_o16_pcu_sym.237.res	6.35068	4.52841	6.35057	31163.9	1.08488	7798.76	2502.5	2306.71	0	0	0	5069.12	0.16266	0.149934	0	0	0
str_m1_o10_o16_pcu_sym.238.res	7.42194	5.33027	7.42183	31300.2	0.953218	7377.41	2356.99	2472.66	0	0	0	5888.19	0.18812	0.197352	0	0	0
str_m1_o10_o16_pcu_sym.239.res	7.69215	5.66964	7.50421	31323.4	1.01398	8072.55	2577.16	2541.64	0	0	0	8685.36	0.27728	0.273458	0	0	0
str_m1_o10_o16_pcu_sym.24.res	8.16444	6.75697	8.13851	31371.8	0.776451	8034.72	2561.13	3298.5	0	0	0	10513.3	0.33512	0.431605	0	0	0
str_m1_o10_o16_pcu_sym.240.res	6.06976	4.9715	6.06955	31295.7	1.18011	7744.03	2474.48	2096.82	0	0	0	5322.76	0.17008	0.144122	0	0	0
str_m1_o10_o16_pcu_sym.241.res	6.41493	4.88462	5.85736	31273.8	0.889905	8862.16	2833.74	3184.32	0	0	0	5731.85	0.18328	0.205955	0	0	0
str_m1_o10_o16_pcu_sym.242.res	6.99031	5.39276	6.96328	31509.4	0.866118	7599.37	2411.78	2784.58	0	0	0	7951.71	0.25236	0.291369	0	0	0
str_m1_o10_o16_pcu_sym.243.res	8.41505	6.72993	7.84737	31327.3	0.775627	8086.02	2581.14	3327.81	0	0	0	10700.8	0.34158	0.440392	0	0	0
str_m1_o10_o16_pcu_sym.244.res	7.8185	5.94492	7.81835	31331.4	0.917408	7803.79	2490.73	2714.96	0	0	0	9191.37	0.29336	0.31977	0	0	0
str_m1_o10_o16_pcu_sym.245.res	6.51294	4.60997	6.48664	31512.2	1.03183	7603.84	2412.98	2338.54	0.120763	0.038323	0.03714	5091.74	0.16158	0.156595	0	0	0
str_m1_o10_o16_pcu_sym.246.res	7.79281	6.37027	7.71913	31223.5	0.806949	8631.26	2764.35	3425.68	0	0	0	9327.7	0.29874	0.370209	0	0	0
str_m1_o10_o16_pcu_sym.247.res	5.99606	4.78657	5.99606	31509.9	1.11943	7438.69	2360.75	2108.88	14.7157	4.67019	4.17194	5490.28	0.17424	0.155651	0	0	0
str_m1_o10_o16_pcu_sym.248.res	7.15308	6.11429	7.15308	31299.6	0.887026	8770.97	2802.26	3159.17	0	0	0	9328.52	0.29804	0.335999	0	0	0
str_m1_o10_o16_pcu_sym.249.res	6.47443	5.47771	6.40379	31258.1	1.07738	7093.65	2269.38	2106.38	0	0	0	5673.96	0.18152	0.168482	0	0	0
str_m1_o10_o16_pcu_sym.25.res	6.87475	4.77126	6.8745	31207.7	0.908055	8313.19	2663.83	2933.55	3.00258	0.962129	1.05955	6684.68	0.2142	0.235889	0	0	0
str_m1_o10_o16_pcu_sym.250.res	7.91407	6.89716	7.88651	31232.8	0.821032	7823.07	2504.76	3050.75	0	0	0	10012	0.32056	0.390435	0	0	0
str_m1_o10_o16_pcu_sym.251.res	8.48286	6.64554	8.00845	31248.2	0.75174	8086.43	2587.81	3442.43	0	0	0	11365	0.3637	0.483811	0	0	0
str_m1_o10_o16_pcu_sym.252.res	7.80862	6.05107	7.80861	31283.8	0.775803	8135.33	2600.49	3352	0	0	0	10257.3	0.32788	0.422633	0	0	0
str_m1_o10_o16_pcu_sym.253.res	7.18228	5.9506	7.15018	31303.9	1.32175	7339.74	2344.68	1773.92	0	0	0	7941.79	0.2537	0.191943	0	0	0
str_m1_o10_o16_pcu_sym.254.res	8.4225	6.75672	8.07958	31340.2	0.751432	8091.06	2581.69	3435.69	0	0	0	11477.4	0.36622	0.487363	0	0	0
str_m1_o10_o16_pcu_sym.255.res	8.40046	6.74893	8.07235	31291.4	0.735419	8154.7	2606.05	3543.63	0	0	0	11593.5	0.3705	0.503795	0	0	0
str_m1_o10_o16_pcu_sym.256.res	7.46805	5.69452	7.46797	31341.1	1.04581	8355.26	2665.92	2549.14	0	0	0	7738.73	0.24692	0.236105	0	0	0
str_m1_o10_o16_pcu_sym.257.res	7.75213	6.28204	7.68712	31328.3	0.777525	8396.18	2680.06	3446.91	0	0	0	10288.2	0.3284	0.422366	0	0	0
str_m1_o10_o16_pcu_sym.258.res	8.1688	6.79784	8.0037	31299.2	0.750514	8101.57	2588.43	3448.87	0	0	0	11278.4	0.36034	0.480124	0	0	0
str_m1_o10_o16_pcu_sym.259.res	5.52668	3.12621	5.51229	30853	1.14148	4592.39	1488.48	1303.99	0	0	0	1518.58	0.04922	0.04312	0	0	0
str_m1_o10_o16_pcu_sym.26.res	7.8532	6.14024	7.8532	31246.2	0.889537	7818.89	2502.35	2813.09	0	0	0	8548.97	0.2736	0.307576	0	0	0
str_m1_o10_o16_pcu_sym.260.res	6.3009	4.96816	6.30075	31293.5	1.00311	6309.53	2016.24	2009.99	0	0	0	4403.62	0.14072	0.140283	0	0	0
str_m1_o10_o16_pcu_sym.261.res	8.16552	6.7659	8.16549	31358.5	0.789209	7860.05	2506.52	3175.98	0	0	0	10115.6	0.32258	0.408738	0	0	0
str_m1_o10_o16_pcu_sym.262.res	8.07355	5.44175	8.06943	31334.5	0.833712	8528.27	2721.69	3264.54	0	0	0	8345.01	0.26632	0.319439	0	0	0
str_m1_o10_o16_pcu_sym.263.res	5.12676	2.97976	5.12672	31008.5	1.17817	4425.92	1427.32	1211.47	4.33297	1.39735	1.18603	1716.63	0.05536	0.046988	0	0	0
str_m1_o10_o16_pcu_sym.264.res	6.32353	4.93229	6.29115	31179.3	1.00486	6936.56	2224.73	2213.96	0	0	0	4718.06	0.15132	0.150587	0	0	0
